province,city,confirmed,suspected,cured,dead
上海市,外地来沪人员,79,0,5,1
北京市,外地来京人员,11,0,2,0
北京市,待明确地区,0,0,5,1
天津市,外地来津人员,5,0,0,0
西藏自治区,待明确地区,1,0,0,0
