province,city,confirmed,suspected,cured,dead
湖北省,未知地区,0,0,35,0
河南省,未知地区,0,0,2,0
山东省,未知地区,0,0,1,0
上海市,外地来沪人员,74,0,5,1
上海市,未知地区,0,0,5,0
北京市,外地来京人员,11,0,2,0
黑龙江省,未明确,0,0,2,0
天津市,外地来津人员,4,0,0,0
