province,city,confirmed,suspected,cured,dead
广东省,待明确地区,0,0,5,0
河南省,待明确地区,0,0,0,2
北京市,外地来京人员,25,0,2,0
北京市,待明确地区,0,0,40,3
上海市,外地来沪人员,98,0,26,1
广西壮族自治区,待明确地区,0,0,6,0
云南省,待明确地区,0,0,1,0
天津市,外地来津人员,6,0,1,0
甘肃省,待明确地区,0,0,4,0
