province,city,confirmed,suspected,cured,dead
广东省,待明确地区,0,0,2,0
浙江省,待明确地区,0,0,13,0
河南省,待明确地区,0,0,1,1
北京市,外地来京人员,25,0,2,0
北京市,待明确地区,0,0,30,2
上海市,外地来沪人员,96,0,20,1
广西壮族自治区,待明确地区,0,0,3,0
云南省,待明确地区,0,0,1,0
海南省,待明确地区,1,0,1,0
天津市,外地来津人员,6,0,0,0
天津市,待明确地区,0,0,2,0
宁夏回族自治区,待明确地区,0,0,10,0
