province,city,confirmed,suspected,cured,dead
北京市,外地来京人员,21,0,2,0
北京市,待明确地区,0,0,20,1
上海市,外地来沪人员,86,0,6,1
上海市,未知地区,0,0,9,0
天津市,外地来津人员,6,0,0,0
