province,city,confirmed,suspected,cured,dead
湖北省,待明确地区,0,0,18,0
河南省,待明确地区,0,0,20,0
北京市,外地来京人员,21,0,2,0
北京市,未明确地区,0,0,27,1
上海市,外地来沪人员,88,0,8,1
黑龙江省,待明确地区,0,0,2,0
海南省,未知地区,6,0,0,0
天津市,外地来津人员,6,0,0,0
天津市,待明确,0,0,1,0
